echo sha,contributor,date,message
5dafb3f62,Adrien Cassagne,Thu Jan 11 13:38:47 2018 +0100,Fix a segfault introduced in the prev. commit (in Sparse_matrix).
a919031b8,Adrien Cassagne,Wed Jan 10 19:53:07 2018 +0100,Add the ability to reorder the LDPC CNs of the H matrix at runtime.
64138f1d6,Adrien Cassagne,Wed Jan 10 17:59:50 2018 +0100,CI change tags.
22578dcab,Adrien Cassagne,Wed Jan 10 17:17:31 2018 +0100,Add CI compilation test for MacOSX (AppleClang).
a6dbe6547,Adrien Cassagne,Wed Jan 10 16:58:14 2018 +0100,Rename cppcheck.log in cppcheck_all.log.
44104d7ae,Adrien Cassagne,Wed Jan 10 16:52:33 2018 +0100,Try to fix the script...
1f9da9a0f,Adrien Cassagne,Wed Jan 10 16:49:21 2018 +0100,Remove blocking cppcheck.
f3852c1cd,Adrien Cassagne,Wed Jan 10 16:03:49 2018 +0100,Fix prev. commit.
ea3e43bb3,Adrien Cassagne,Wed Jan 10 16:00:49 2018 +0100,Update cppcheck CI.
8ca51e296,Adrien Cassagne,Wed Jan 10 15:51:17 2018 +0100,Fix prev. commit.
5d81e5d8e,Adrien Cassagne,Wed Jan 10 15:47:28 2018 +0100,Add a static analysis with cppcheck in the CI.
272f4bfdf,Adrien Cassagne,Wed Jan 10 14:40:47 2018 +0100,Try to fix CI submodule update bug.
8fa63a406,Adrien Cassagne,Wed Jan 10 14:32:28 2018 +0100,Fix CI MSVC test.
b832ffc6a,Adrien Cassagne,Wed Jan 10 14:12:04 2018 +0100,Add CI MSVC build test.
771f7e8d0,Adrien Cassagne,Wed Jan 10 13:59:32 2018 +0100,Merge branch 'master' of gitlab.inria.fr:fec/aff3ct
e0fb248ef,Adrien Cassagne,Wed Jan 10 13:59:15 2018 +0100,Update the last version of MIPP.
fe8df00ea,Adrien Cassagne,Tue Jan 9 18:17:49 2018 +0100,Try to fix prev. commit, again...
c0bb9d1f9,Adrien Cassagne,Tue Jan 9 17:51:30 2018 +0100,Try to fix prev. commit...
3774ed9a1,Adrien Cassagne,Tue Jan 9 17:45:13 2018 +0100,Try to fix prev. commit...
61b4fa89e,Olivier HARTMANN,Tue Jan 9 17:40:35 2018 +0100,Add File system type, with File, Folder or Path inheritance
6b424d9cc,Adrien Cassagne,Tue Jan 9 17:36:42 2018 +0100,Add a CI compilation test for gcc on Windows.
c4b780f6c,Olivier HARTMANN,Tue Jan 9 17:12:32 2018 +0100,Move types in subfolders Container and Number
eef1c4625,Olivier HARTMANN,Tue Jan 9 15:34:51 2018 +0100,Add argument -pb-path as a read only file
410bd44ae,Olivier HARTMANN,Tue Jan 9 15:26:14 2018 +0100,Change Text types into File types for some arguments
cdbfea1d1,Olivier HARTMANN,Tue Jan 9 15:23:41 2018 +0100,Add title generator method in File and List types
3ad6dcda3,Olivier HARTMANN,Tue Jan 9 15:06:01 2018 +0100,Fix File type
da7677182,Olivier HARTMANN,Tue Jan 9 14:50:52 2018 +0100,Separate Argument type limited from Argument type into two files; Add new type 'File'
4d40c8d8e,Olivier HARTMANN,Tue Jan 9 14:21:41 2018 +0100,Add Including/exceluding set makers with vector as argument
72156bf2a,Adrien Cassagne,Tue Jan 9 13:22:02 2018 +0100,Add a CI compilation test for clang.
baeeb3c79,Adrien Cassagne,Tue Jan 9 13:02:00 2018 +0100,Try a first CI build.
b79f3bf70,Olivier HARTMANN,Tue Jan 9 12:58:29 2018 +0100,Merge branch 'development' into arguments
0c53d4c5c,Olivier HARTMANN,Tue Jan 9 12:58:19 2018 +0100,Merge branch 'master' into development
41d354485,Olivier HARTMANN,Tue Jan 9 12:57:46 2018 +0100,Change the Function Range to take a struct with a static check method that is then called; Add default arguments to the List2D helper function; Change the poncturer turbo pattern conditions
2ac0034c0,Olivier HARTMANN,Tue Jan 9 12:56:26 2018 +0100,Add a method to get the exception message without the backtrace
0f81e7da5,Olivier HARTMANN,Tue Jan 9 12:43:44 2018 +0100,Fix not joined Terminal thread when throwing exception; Fix the checking of the error messages in simulations
e2b965941,Adrien Cassagne,Tue Jan 9 10:56:39 2018 +0100,CI test.
cbbce5ba4,Olivier HARTMANN,Mon Jan 8 16:24:53 2018 +0100,Fix Noise MKL algo specialized generate functions
c99298234,Olivier HARTMANN,Mon Jan 8 15:49:00 2018 +0100,Integrate the check N function in the description function
8a9dc59c3,Olivier HARTMANN,Mon Jan 8 12:41:48 2018 +0100,Add cloning with new range for List Real and Text type; Fix Integer type cloning
c6dfcbfa8,Olivier HARTMANN,Mon Jan 8 12:02:34 2018 +0100,Add a add_range function to be able to add dynamically new ranges to a argument type
ae5dbec32,Olivier HARTMANN,Mon Jan 8 12:01:56 2018 +0100,Add the Function range to let the user define its own check function easily
ecfc06424,Olivier HARTMANN,Mon Jan 8 08:54:12 2018 +0100,Move tuples utilities into a new file utilities in Arguments folder
8877c0196,Olivier HARTMANN,Sun Jan 7 17:36:06 2018 +0100,Fix tools::None(); Try to implement add_option; Including_set and Excluding_set return now a Set_range* class; Seperate Argument ranges into different files
0897d700c,Olivier HARTMANN,Sat Jan 6 23:39:59 2018 +0100,Change Argument Types to take Argument Range in template
78524d039,Olivier HARTMANN,Fri Jan 5 08:55:03 2018 +0100,Merge branch 'development' into argument_list
e6495dd3b,Olivier HARTMANN,Fri Jan 5 08:54:49 2018 +0100,Merge branch 'master' into development
df9603431,Olivier HARTMANN,Fri Jan 5 08:54:27 2018 +0100,Fix CPM refs
1a844478c,Olivier HARTMANN,Thu Jan 4 18:09:44 2018 +0100,Merge branch 'development' into argument_list
bcf0d5d46,Olivier HARTMANN,Thu Jan 4 18:09:23 2018 +0100,Merge branch 'master' into development
ce9064089,Olivier HARTMANN,Thu Jan 4 18:09:11 2018 +0100,First check filename conformity and then do the startId count
bfdda1f4c,Olivier HARTMANN,Thu Jan 4 18:03:09 2018 +0100,Merge branch 'development' into argument_list
b84902d70,Olivier HARTMANN,Thu Jan 4 18:02:52 2018 +0100,Merge branch 'master' into development
c8bb2be6e,Olivier HARTMANN,Thu Jan 4 18:02:25 2018 +0100,Add a start id argument to the test script to allow the user to ignore the previous ones
1a5b1badd,Olivier HARTMANN,Thu Jan 4 17:52:32 2018 +0100,Merge branch 'development' into argument_list
78652b317,Olivier HARTMANN,Thu Jan 4 17:51:29 2018 +0100,Merge branch 'master' into development
1c3451df2,Olivier HARTMANN,Thu Jan 4 17:45:05 2018 +0100,Update refs
7a7af138e,Olivier HARTMANN,Thu Jan 4 17:45:05 2018 +0100,Update refs
4bfa0e949,Olivier HARTMANN,Thu Jan 4 09:25:48 2018 +0100,Create a 2D List class inhereting from List class; Add a get_bit_count function in Poncturer to check if all bits are at one when checking pattern and not throwing exception if K%period != 0
cda5bd054,Olivier HARTMANN,Wed Jan 3 16:41:31 2018 +0100,Remove constructor with pattern as string
4fbc95e9f,Olivier HARTMANN,Wed Jan 3 16:40:53 2018 +0100,Invert template names Splitter and element type
b4770951d,Olivier HARTMANN,Wed Jan 3 16:38:38 2018 +0100,Add already displayed checker to not displayed several times the same parameter in different sub-parameter group
3c27fabfd,Olivier HARTMANN,Wed Jan 3 15:13:17 2018 +0100,Remove commented lines
500e6b0c1,Olivier HARTMANN,Wed Jan 3 09:46:11 2018 +0100,Move compute N and pattern functions into poncturer turbo module instead of factory then can reuse it in the module itself. Add Splitter functions in PT module
662ec8bd8,Olivier HARTMANN,Wed Jan 3 09:44:28 2018 +0100,Add convertion addr2line in read_argument exception catch
c395811d3,Olivier HARTMANN,Fri Dec 22 16:01:51 2017 +0100,Check first elements before list ranges
c8df93dd6,Olivier HARTMANN,Thu Dec 21 16:58:42 2017 +0100,Argument map val can now return a list with good values; Argument map val takes as second argument the type matching with the argument
8e03c4d58,Olivier HARTMANN,Thu Dec 21 15:40:27 2017 +0100,Add the Length argument range; Add length constraint in the turbo poncturer pattern
2768bbe0e,Olivier HARTMANN,Thu Dec 21 14:28:19 2017 +0100,Add Boolean argument type; Make turbo pattern argument works with a 2D list argument type
551a8878c,Olivier HARTMANN,Thu Dec 21 11:56:49 2017 +0100,Merge branch 'development' into argument_list
62db61905,Olivier HARTMANN,Thu Dec 21 11:56:00 2017 +0100,Add an argument list type
3ac95143c,Adrien Cassagne,Thu Dec 21 09:44:02 2017 +0100,Cosmetics.
3a74da748,Adrien Cassagne,Wed Dec 20 17:27:47 2017 +0100,Rm dead code.
25ab9d613,Adrien Cassagne,Wed Dec 20 17:27:17 2017 +0100,Split the doc lines.
02d57938f,Olivier HARTMANN,Wed Dec 20 16:20:04 2017 +0100,Merge branch 'development' of gitlab.inria.fr:fec/aff3ct into development
00e141f27,Olivier HARTMANN,Wed Dec 20 16:19:55 2017 +0100,Add the management of the position of the argument in the command to favor the last ones
534802f3e,Olivier HARTMANN,Wed Dec 20 16:18:59 2017 +0100,Correct bug
f07035a9e,Adrien Cassagne,Wed Dec 20 15:38:58 2017 +0100,Up. headers.
8a54085df,Adrien Cassagne,Wed Dec 20 15:32:18 2017 +0100,Merge branch 'development' of gitlab.inria.fr:fec/aff3ct into development
69a899c51,Adrien Cassagne,Wed Dec 20 15:32:14 2017 +0100,Fix include issue.
ca9fd7f8a,Olivier HARTMANN,Wed Dec 20 15:15:39 2017 +0100,do not display new line when the param group is empty
424c41dc5,Olivier HARTMANN,Wed Dec 20 15:10:12 2017 +0100,Add argument type return short title method; Seperate argument type and range implementations in different files
7142d8b36,Olivier HARTMANN,Wed Dec 20 14:46:16 2017 +0100,Manual merge from master to development branch
e637b798f,Adrien CASSAGNE,Mon Dec 18 08:50:25 2017 +0100,Fix MSVC warnings.
9a14256f8,Adrien Cassagne,Mon Dec 18 09:30:11 2017 +0100,Merge branch 'master' of gitlab.inria.fr:fec/aff3ct
8d9f21611,Adrien Cassagne,Mon Dec 18 09:30:01 2017 +0100,Up. refs.
0a010dee4,Olivier HARTMANN,Fri Dec 15 10:55:11 2017 +0100,Change name BCH_polynomial_generator into lower case name
ec974b9ca,Adrien Cassagne,Fri Dec 15 09:38:13 2017 +0100,Up. refs.
941d70687,Adrien Cassagne,Fri Dec 15 09:20:36 2017 +0100,Up. refs.
8f598d133,Adrien Cassagne,Thu Dec 14 18:08:36 2017 +0100,Fix the completion script.
482a05824,Olivier HARTMANN,Thu Dec 14 17:29:46 2017 +0100,Manual merge from master
27fe488be,Olivier HARTMANN,Thu Dec 14 12:11:08 2017 +0100,Update refs
8191ae517,Adrien CASSAGNE,Thu Dec 14 10:52:28 2017 +0100,Fix compilation warnings and errors on MSVC.
4b661fc74,Adrien Cassagne,Thu Dec 14 10:20:44 2017 +0100,Update the refs.
8c7f5c151,Adrien Cassagne,Wed Dec 13 22:11:58 2017 +0100,Update the AFF3CT headers.
ea24e931a,Adrien Cassagne,Wed Dec 13 22:11:30 2017 +0100,.hpp to .h.
0d815b929,Adrien Cassagne,Wed Dec 13 20:23:18 2017 +0100,Merge branch 'master' into LDPC_dev
e7fa15bdf,Adrien Cassagne,Wed Dec 13 18:50:00 2017 +0100,Update conf. files.
a3333b4fe,Adrien Cassagne,Wed Dec 13 18:37:33 2017 +0100,Fix bad puncturer factory.
29e1f3b83,Adrien Cassagne,Wed Dec 13 17:02:12 2017 +0100,Improve the syndrome checking process in the LDPC decoders.
dfe73340c,Adrien Cassagne,Wed Dec 13 16:30:44 2017 +0100,Autoset the LDPC puncturer to NO when it is not needing.
b3818a69d,Olivier HARTMANN,Wed Dec 13 14:47:22 2017 +0100,add cpm curves in references
02f0e19df,Adrien Cassagne,Wed Dec 13 14:15:54 2017 +0100,Fix info bit pos in the LDPC codec.
d717d945d,Olivier HARTMANN,Wed Dec 13 14:13:51 2017 +0100,Manual merge from master
7c7a9b88b,Elie JANIN,Tue Nov 21 15:29:08 2017 +0100,Edit tails symbols generation on CPM
19fee325c,Olivier HARTMANN,Wed Dec 13 12:17:28 2017 +0100,Merge branch 'master' into refacto_Gallois_BCH Add OOK modulation; Add channel Rayleigh LLR USER for a gain given by the user; Add a strictly positive argument in factories; Correct the Gallois class and add a BCH polynomial generator to work whatever T and m; Add mu in the noise generator
ebc367ee9,Olivier HARTMANN,Wed Dec 13 12:15:23 2017 +0100,Add mean value in the Noise Generator
54bf3ee8e,Adrien Cassagne,Wed Dec 13 12:05:54 2017 +0100,Simplify the LDPC QC reader a little bit.
ea7cf0380,Adrien Cassagne,Wed Dec 13 10:51:40 2017 +0100,Improve the LDPC puncturer integration.
4e1958420,Adrien Cassagne,Wed Dec 13 10:15:04 2017 +0100,Unify the H and G command parameters + code factorization.
217e7e2a7,Adrien Cassagne,Tue Dec 12 17:39:42 2017 +0100,Cosmetics.
947e9212d,Adrien Cassagne,Tue Dec 12 16:22:04 2017 +0100,Add the MIN choice in the AMS decoder.
33028936b,Adrien Cassagne,Tue Dec 12 15:53:45 2017 +0100,Cosmetics.
1f2694043,Elie JANIN,Tue Nov 7 10:47:52 2017 +0100,Add a LDPC encoder for systematic QC matrix
3bbea7546,Elie JANIN,Tue Nov 7 10:45:05 2017 +0100,Add approximate min star LDPC decoder
4f6e1f0a3,Elie JANIN,Tue Nov 7 10:43:33 2017 +0100,Add QC matrix support for LDPC Decoder
4438808d0,Elie JANIN,Tue Nov 7 10:40:17 2017 +0100,Add LDPC Puncturer
ffcb21b6f,Elie JANIN,Tue Nov 7 10:33:40 2017 +0100,Add QC_matrix functions (load, expand and invert_H2)
4a4f04e6a,Adrien Cassagne,Tue Dec 12 11:05:56 2017 +0100,Update the missing and wrong refs.
575b4da56,Olivier HARTMANN,Tue Dec 12 11:01:54 2017 +0100,Merge branch 'master' into refacto_Gallois_BCH
c2e783d6b,Olivier HARTMANN,Mon Dec 4 10:37:15 2017 +0100,Deactivate #include call when not on linux or apple; Change call function to run a system command on windows
bd869fcd0,Olivier HARTMANN,Fri Dec 1 14:41:06 2017 +0100,Test before the division if the denominator is null or not instead of after.
f64892056,Olivier HARTMANN,Tue Nov 28 15:53:47 2017 +0100,Merge branch 'master' into refacto_Gallois_BCH
d97689b49,Olivier HARTMANN,Tue Nov 28 15:53:23 2017 +0100,Add a catch where to apply the addr2line function
0fc97d502,Olivier HARTMANN,Tue Nov 28 15:48:29 2017 +0100,Merge branch 'master' into refacto_Gallois_BCH
c024589f4,Olivier HARTMANN,Tue Nov 28 15:47:25 2017 +0100,Enhance even more the tools::exception; Create a system_functions.hpp with backtrace, addr2line and runSystemCommand functions; Call addr2line only when displaying exceptions to not have performance loss; addr2line can be disabled with flag -DNDEBUG for release because it works only with in debug with -g flag; Bug in addr2line, lines does not match always
522ce17dc,Olivier HARTMANN,Tue Nov 28 10:30:04 2017 +0100,Enhance get back trace of tools::exception to display clearly the called functions.
b06a0d887,Adrien Cassagne,Wed Nov 22 21:30:41 2017 +0100,Update the MIPP sub-module.
de8cc2388,Olivier HARTMANN,Thu Nov 16 11:14:38 2017 +0100,Remove argument reader header
4989f9bc1,Olivier HARTMANN,Wed Nov 15 13:43:05 2017 +0100,Merge branch 'master' into refacto_Gallois_BCH
f3ef9f07b,Olivier HARTMANN,Wed Nov 15 12:07:13 2017 +0100,Some corrections; Update aff3ct.hpp; Delete original argument reader
6a7607d34,Olivier HARTMANN,Wed Nov 15 11:07:30 2017 +0100,Change headers to call only argument tools in Factory header.
57b427fd2,Olivier HARTMANN,Wed Nov 15 10:59:38 2017 +0100,Add argument tools to add option easily with just one function; Use it in all factories.
5ae747eac,Olivier HARTMANN,Wed Nov 15 09:31:09 2017 +0100,Change sim-debug-prec into a positive int argument (before > 2); When setting to the module task debug precision and limit, allow a null value.
cb170338f,Olivier HARTMANN,Tue Nov 14 16:28:11 2017 +0100,Merge branch 'master' into refacto_argument_reader
4ae93078b,Olivier HARTMANN,Tue Nov 14 16:27:14 2017 +0100,Update Factories to accept the new argument handler
6df3c0ba5,Adrien Cassagne,Mon Nov 13 12:03:02 2017 +0100,Fix the fix...
8518986b6,Adrien Cassagne,Mon Nov 13 10:52:59 2017 +0100,Fix bug in prev. commit...
b495e6df0,Adrien Cassagne,Mon Nov 13 10:49:57 2017 +0100,Update the polar API for AVX512.
cb63988d6,Adrien Cassagne,Sat Nov 11 23:39:36 2017 +0100,Up. to the last MIPP version (with AVX512 ready).
d4c57da57,Olivier HARTMANN,Fri Nov 10 09:30:46 2017 +0100,Modify argument map to have a pointer to the second member
f46a80af4,Olivier HARTMANN,Wed Nov 8 16:46:36 2017 +0100,Add the new Arguments folder with argument map objects and argument type and range
01bba6354,Olivier HARTMANN,Tue Nov 7 13:47:22 2017 +0100,Merge branch 'refacto_Gallois_BCH' into refacto_argument_reader
91e1508ef,Olivier HARTMANN,Tue Nov 7 12:43:07 2017 +0100,Modify test time per SNR
4f450d931,Olivier HARTMANN,Tue Nov 7 12:42:01 2017 +0100,Modify test script to write aff3ct command line correctly
e6e6addce,Olivier HARTMANN,Tue Nov 7 12:41:34 2017 +0100,Correction argument
5b5894683,Olivier HARTMANN,Tue Nov 7 12:38:35 2017 +0100,Modify test.py to write command line properly; Correction of arguments
bac9871f1,Olivier HARTMANN,Mon Nov 6 09:34:39 2017 +0100,Set back n_thread as a possibly zero value
8855d2239,Olivier HARTMANN,Mon Nov 6 09:19:13 2017 +0100,Change some others parameters into strictly positive values
15891279f,Olivier HARTMANN,Tue Oct 31 17:38:21 2017 +0100,Merge branch 'master' into refacto_Gallois_BCH
8292145c3,Olivier HARTMANN,Tue Oct 31 17:29:32 2017 +0100,Add negative and non-zero conditional flags in argument checker method in argument reader class
7092f9b72,Olivier HARTMANN,Tue Oct 31 16:59:51 2017 +0100,Add a strictly conditionnal flag on some parameters
0fc256905,Olivier HARTMANN,Tue Oct 31 11:58:36 2017 +0100,Add a strictly positive float/int conditional flag for arguments; Improve argument checker of the argument reader class
a4ec63b36,Adrien Cassagne,Tue Oct 31 09:51:34 2017 +0100,Do not show the 'Bad frames threshold' parameter when its value is 0.
cec02285b,Olivier HARTMANN,Tue Oct 31 09:25:21 2017 +0100,Correct OOK modem; Add OOK curve ref
829440cbb,Olivier HARTMANN,Mon Oct 30 17:46:45 2017 +0100,Split channel type into a type and an implementation arguments
22374e473,Olivier HARTMANN,Mon Oct 30 16:55:44 2017 +0100,Update aff3ct.hpp
d4c03b749,Olivier HARTMANN,Mon Oct 30 16:51:21 2017 +0100,Remove get gain method in rayleigh channels
507d9414a,Olivier HARTMANN,Mon Oct 30 16:45:41 2017 +0100,manual Merge modem_ook into refacto galois bch
f2e5182f6,Olivier HARTMANN,Mon Oct 30 16:21:54 2017 +0100,update tests refs
e37148867,Olivier HARTMANN,Mon Oct 30 16:15:33 2017 +0100,Manual Merge master into refacto Gallois BCH
7e1708c66,Olivier HARTMANN,Mon Oct 30 15:28:23 2017 +0100,Add threshold on err tracker; Correct Modem_CPM factor computation
9de2a390c,Romain Tajan,Thu Oct 26 00:50:03 2017 +0200,Merge branch 'master' of gitlab.inria.fr:fec/aff3ct
a8a47d43b,Romain Tajan,Thu Oct 26 00:48:05 2017 +0200,Correction of small bug in tmodulate + removal of bps multiple of 2 constraint.
9685bb272,Adrien Cassagne,Wed Oct 25 11:13:50 2017 +0200,Fix compilation error on gcc 4.8.
c9baccd31,Adrien Cassagne,Wed Oct 25 10:48:11 2017 +0200,Add a the possibility to use the fe from the original simu.
b58a84672,Adrien Cassagne,Wed Oct 25 10:37:03 2017 +0200,Fix bad display of titles in some specific cases (in the headers).
fcb6fde0e,Adrien Cassagne,Wed Oct 25 10:09:53 2017 +0200,Fix the info bits detection in G and H LDPC matrices.
704a9fb92,Adrien Cassagne,Tue Oct 24 16:52:12 2017 +0200,Update the refs.
a1fa7f7e4,Romain Tajan,Mon Oct 23 16:47:44 2017 +0200,Merge branch 'tmod2'
788c69005,Romain Tajan,Mon Oct 23 16:45:19 2017 +0200,tmodulate implementation + bit order inversion in modem user + 0 padding.
3f35c8899,Romain Tajan,Mon Oct 23 16:44:13 2017 +0200,New task tmodulate for soft modulation.
800526efc,Romain Tajan,Mon Oct 23 16:42:49 2017 +0200,Extraction of systematic bits for RSC codes.
feb9a8dcc,Adrien Cassagne,Mon Oct 23 15:41:12 2017 +0200,Cosmetics.
e306625cf,Adrien Cassagne,Mon Oct 23 14:11:17 2017 +0200,Fix RSC poly param.
4e3388e8e,Adrien Cassagne,Fri Oct 20 18:55:02 2017 +0200,Prevent to completely stop the simu when ctrl+c is used.
395868cdf,Adrien Cassagne,Fri Oct 20 18:54:30 2017 +0200,Fix a compiler warning.
70128ae64,Adrien Cassagne,Fri Oct 20 17:12:51 2017 +0200,Fix the turbo code puncturer.
065a3155e,Adrien Cassagne,Thu Oct 19 18:52:29 2017 +0200,Fix Turbo DB pct conf.
e42fd70ce,Adrien Cassagne,Thu Oct 19 18:25:25 2017 +0200,Up refs.
4f3147e99,Adrien Cassagne,Thu Oct 19 18:01:14 2017 +0200,Up refs.
f11d816e7,Adrien Cassagne,Thu Oct 19 17:37:02 2017 +0200,Autostop AFF3CT when the --sim-stop-time param take effect.
5abc04cfe,Adrien Cassagne,Thu Oct 19 17:19:52 2017 +0200,Adapt the test script to work with the last version of AFF3CT.
f22a9e0ab,Adrien Cassagne,Thu Oct 19 13:19:16 2017 +0200,Fix the codec type.
41e0d4445,Adrien Cassagne,Thu Oct 19 12:00:45 2017 +0200,Update the README.
e76f91396,Adrien CASSAGNE,Thu Oct 19 07:57:32 2017 +0200,Rm the GEN sim type because it does not exist anymore.
38a08150d,Adrien CASSAGNE,Thu Oct 19 07:47:29 2017 +0200,Fix compilation warnings and errors on MSVC.
24f709fc4,Adrien CASSAGNE,Wed Oct 18 16:26:17 2017 +0200,Fix a GCC warning.
560c9f0b8,Adrien Cassagne,Wed Oct 18 14:22:19 2017 +0200,Delete unused function.
9674ee61c,Adrien Cassagne,Wed Oct 18 11:55:56 2017 +0200,Fix the puncturer in the turbo code factories.
8c8933596,Adrien Cassagne,Wed Oct 18 11:47:16 2017 +0200,Use the generic code in the factories to display the help and the headers in the launcher.
035574e6e,Adrien Cassagne,Mon Oct 16 17:49:44 2017 +0200,Move sub encoder after the scaling factor and the Flip and check.
3e27d42cc,Adrien Cassagne,Mon Oct 16 17:27:21 2017 +0200,Improve the factories.
405cacc64,Adrien Cassagne,Mon Oct 16 15:00:41 2017 +0200,Add some new specific functions to manage the arguments and the headers automatically.
4283cd9ec,Adrien Cassagne,Mon Oct 16 14:14:41 2017 +0200,Remove the 'get_module_name' method.
cce3402bd,Adrien Cassagne,Mon Oct 16 11:47:40 2017 +0200,Do not display the same required argument twice.
206bf4a0e,Adrien Cassagne,Mon Oct 16 11:46:58 2017 +0200,Add new method in the factories in order to be able to catch all the prefixes and names dynamically.
867e588b1,Adrien Cassagne,Fri Oct 13 16:36:39 2017 +0200,Simplify SystemC.
b2e600913,Adrien Cassagne,Fri Oct 13 15:41:18 2017 +0200,Implement SystemC with enums.
4a3773a8f,Olivier HARTMANN,Fri Oct 13 10:29:58 2017 +0200,Correction of the BCH polynomial generator
978e66150,Adrien Cassagne,Fri Oct 13 09:15:11 2017 +0200,Update the timers in the decoders.
8035a081a,Adrien Cassagne,Thu Oct 12 16:21:48 2017 +0200,Replace maps by enums to select tasks, sockets and timers.
b3676e154,Adrien Cassagne,Wed Oct 11 10:11:38 2017 +0200,Comment the timers in the decoders because of the performance slowdown on short frame sizes.
576174022,Adrien Cassagne,Wed Oct 11 10:09:41 2017 +0200,Clean
b4395da1a,Adrien Cassagne,Wed Oct 11 10:09:21 2017 +0200,Fix AZCW BFER simus.
f7408daf2,Adrien Cassagne,Wed Oct 11 10:08:46 2017 +0200,Decompose the binding of the sockets and the simu loop in the EXIT simu.
ebd2f7215,Adrien Cassagne,Tue Oct 10 16:12:55 2017 +0200,Massively speedups the management of the tasks.
1eae7e169,Adrien Cassagne,Mon Oct 9 13:54:09 2017 +0200,Do not display the task name for sub-tasks.
06c9e9d5e,Adrien Cassagne,Mon Oct 9 13:29:59 2017 +0200,Add the total in the stats.
029d03800,Adrien Cassagne,Sun Oct 8 09:57:15 2017 +0200,Enable the statistics in the task only if the user want to display the stats.
dc74c741f,Adrien Cassagne,Fri Oct 6 20:05:22 2017 +0200,Improve the stats: now supports a vector of tasks.
9beb224a3,Adrien Cassagne,Fri Oct 6 16:14:34 2017 +0200,Improve the statistics by adding the ordered feature.
686654303,Adrien Cassagne,Fri Oct 6 15:09:05 2017 +0200,Merge branch 'to_delete' into alpha
3e7d7962b,Adrien Cassagne,Fri Oct 6 15:07:12 2017 +0200,Improve the temporal report in the Terminal + create a static class dedicated to the display of the statistics.
107140422,Adrien Cassagne,Thu Oct 5 16:44:37 2017 +0200,Merge branch 'alpha' of gitlab.inria.fr:fec/aff3ct into alpha
8c6d4bab9,Adrien Cassagne,Thu Oct 5 16:44:21 2017 +0200,Fix and simplify the error tracking feature.
6d54df36c,Adrien Cassagne,Thu Oct 5 11:54:29 2017 +0200,Fix the fix...
5ad25242a,Adrien Cassagne,Thu Oct 5 11:50:23 2017 +0200,Fix bug.
9e7dd1b4c,Adrien Cassagne,Thu Oct 5 11:05:12 2017 +0200,Fix wrong proto in Modem_BPSK.
67d912e9c,Adrien Cassagne,Thu Oct 5 09:32:15 2017 +0200,Fix the seed...
0b5ccd165,Adrien Cassagne,Wed Oct 4 16:47:20 2017 +0200,Remove the StarPU entry in the CMakeList file.
9ecd950d0,Adrien Cassagne,Wed Oct 4 16:46:22 2017 +0200,Remove StarPU from AFF3CT.
c3e584d2f,Adrien Cassagne,Wed Oct 4 15:25:48 2017 +0200,Remove useless throw for MPI and debug mode + and the coset_real_i object in the module list.
87aa2ac14,Adrien Cassagne,Wed Oct 4 14:31:13 2017 +0200,Re-implement the BFERI SystemC simulation.
5b782c857,Adrien Cassagne,Mon Oct 2 18:38:32 2017 +0200,Working on BFERI and SystemC: for now the binding does not work.
5a8371b0a,Adrien Cassagne,Mon Oct 2 13:37:51 2017 +0200,Update aff3ct.hpp.
043af4d8f,Adrien Cassagne,Mon Oct 2 12:04:23 2017 +0200,Fix compilation errors and warnings on clang.
db7302b23,Adrien Cassagne,Mon Oct 2 11:28:25 2017 +0200,Manual merge from master.
9774af1df,Adrien Cassagne,Sun Oct 1 20:07:36 2017 +0200,Move the gain argument (H_N) in the Rayleigh channel and in the demodulations.
0c1f50576,Adrien Cassagne,Sun Oct 1 11:18:57 2017 +0200,Re-implement the SystemC/TLM wrapper for the AFF3CT modules: SystemC is working for BFER simus (MPI + SC is working too).
ec9af9ade,Adrien Cassagne,Fri Sep 29 09:25:48 2017 +0200,By default all the features of a Task are set to false.
f505f33c2,Adrien Cassagne,Thu Sep 28 17:40:37 2017 +0200,Remove SC and StarPU module specializations + remove the Encoder_sys class.
984928b76,Adrien Cassagne,Thu Sep 28 17:10:00 2017 +0200,Update sub-module for the references.
1420c0438,Adrien Cassagne,Thu Sep 28 17:06:30 2017 +0200,Rename Process class in Task.
54da158dc,Adrien Cassagne,Thu Sep 28 16:04:55 2017 +0200,Improve the autoalloc setter in the process.
d380a6cec,Adrien Cassagne,Thu Sep 28 15:57:19 2017 +0200,Fix debug mode cosmetics.
1a36683bd,Adrien Cassagne,Thu Sep 28 15:47:09 2017 +0200,Add autoalloc option in the process + rename autostart in autoexec.
d628eee44,Adrien Cassagne,Thu Sep 28 15:46:35 2017 +0200,Fix MPI compilation.
35ecf8815,Adrien Cassagne,Thu Sep 28 15:46:12 2017 +0200,Fix bad display in the statistics.
aee2de834,Adrien Cassagne,Thu Sep 28 15:45:34 2017 +0200,Fix potential bugs.
46ae51928,Adrien Cassagne,Wed Sep 27 19:41:26 2017 +0200,Improve the socket binding.
cac44b873,Adrien Cassagne,Wed Sep 27 14:51:52 2017 +0200,Improve the sockets contral and management in the process.
1542fe6fe,Adrien Cassagne,Wed Sep 27 09:10:44 2017 +0200,Add a new type of socket : in_out.
